* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-17 13:47:38 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\Acer_01.12-1.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-01-12 14:14:50 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	DRNMIN	MTP	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
29	C5	false	271	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	59.993			
30	C6	false	271	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	23	No Amp		0.000	N	N	N	Y	N	59.993			
31	C7	false	271	SYM	UNKNOWN	SYBR	None	34.243	32.848	1.973								false	0.020	true	3	32	Inconclusive		0.836	Y	N	N	N	N	79.764			
32	C8	false	271	SYM	UNKNOWN	SYBR	None	31.453	32.848	1.973								false	0.020	true	3	30	Amp		0.925	Y	N	Y	N	N	82.063	87.581		
33	C9	false	292	CAM	UNKNOWN	SYBR	None	20.356	20.122	0.330								false	0.020	true	3	18	Amp		0.621	N	N	N	Y	N	75.217			
34	C10	false	292	CAM	UNKNOWN	SYBR	None	19.889	20.122	0.330								false	0.020	true	3	18	Amp		0.640	N	N	N	Y	N	75.217			
35	C11	false	292	SYM	UNKNOWN	SYBR	None	19.195	19.210	0.021								false	0.020	true	3	16	Amp		0.439	N	N	N	Y	N	87.597			
36	C12	false	292	SYM	UNKNOWN	SYBR	None	19.224	19.210	0.021								false	0.020	true	3	17	Amp		0.473	N	N	N	Y	N	87.597			
37	D1	false	194	CAM	UNKNOWN	SYBR	None	19.853	19.861	0.011								false	0.020	true	3	16	Amp		0.558	N	N	N	Y	N	75.165			
38	D2	false	194	CAM	UNKNOWN	SYBR	None	19.869	19.861	0.011								false	0.020	true	3	17	Amp		0.598	N	N	N	Y	N	75.165			
39	D3	false	194	SYM	UNKNOWN	SYBR	None	20.807	20.921	0.161								false	0.020	true	3	19	Amp		0.468	N	N	N	Y	N	87.655			
40	D4	false	194	SYM	UNKNOWN	SYBR	None	21.034	20.921	0.161								false	0.020	true	3	19	Amp		0.565	N	N	N	Y	N	87.655			
41	D5	false	273	CAM	UNKNOWN	SYBR	None	19.689	19.920	0.327								false	0.020	true	3	18	Amp		0.547	N	N	N	Y	N	75.162			
42	D6	false	273	CAM	UNKNOWN	SYBR	None	20.151	19.920	0.327								false	0.020	true	3	17	Amp		0.627	N	N	N	Y	N	75.162			
43	D7	false	273	SYM	UNKNOWN	SYBR	None	20.248	19.934	0.445								false	0.020	true	3	17	Amp		0.538	N	N	N	Y	N	87.581			
44	D8	false	273	SYM	UNKNOWN	SYBR	None	19.619	19.934	0.445								false	0.020	true	3	17	Amp		0.498	N	N	N	Y	N	87.581			
45	D9	false	293	CAM	UNKNOWN	SYBR	None	20.930	21.028	0.139								false	0.020	true	3	18	Amp		0.648	N	N	N	Y	N	75.217			
46	D10	false	293	CAM	UNKNOWN	SYBR	None	21.126	21.028	0.139								false	0.020	true	3	19	Amp		0.688	N	N	N	Y	N	75.217			
47	D11	false	293	SYM	UNKNOWN	SYBR	None	20.116	20.213	0.136								false	0.020	true	3	18	Amp		0.516	N	N	N	Y	N	87.597			
48	D12	false	293	SYM	UNKNOWN	SYBR	None	20.309	20.213	0.136								false	0.020	true	3	19	Amp		0.495	N	N	N	Y	N	87.444			
49	E1	false	195	CAM	UNKNOWN	SYBR	None	21.043	21.076	0.047								false	0.020	true	3	19	Amp		0.413	N	N	N	Y	N	75.165			
50	E2	false	195	CAM	UNKNOWN	SYBR	None	21.110	21.076	0.047								false	0.020	true	3	19	Amp		0.599	N	N	N	Y	N	75.165			
51	E3	false	195	SYM	UNKNOWN	SYBR	None	22.287	22.049	0.338								false	0.020	true	3	20	Amp		0.581	N	N	N	Y	N	87.655			
52	E4	false	195	SYM	UNKNOWN	SYBR	None	21.810	22.049	0.338								false	0.020	true	3	20	Amp		0.530	N	N	N	Y	N	87.655			
53	E5	false	274	CAM	UNKNOWN	SYBR	None	20.812	20.831	0.027								false	0.020	true	3	19	Amp		0.623	N	N	N	Y	N	75.162			
54	E6	false	274	CAM	UNKNOWN	SYBR	None	20.850	20.831	0.027								false	0.020	true	3	19	Amp		0.595	N	N	N	Y	N	75.162			
55	E7	false	274	SYM	UNKNOWN	SYBR	None	19.659	19.195	0.657								false	0.020	true	3	17	Amp		0.485	Y	N	N	Y	N	87.734			
56	E8	false	274	SYM	UNKNOWN	SYBR	None	18.730	19.195	0.657								false	0.020	true	3	15	Amp		0.496	Y	N	N	Y	N	87.581			
