* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-01-24 14:05:59 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\Acer_20221201.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2022-12-01 16:01:20 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	DRNMIN	NOAMP	MTP	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
57	E9	false	19	CAM	UNKNOWN	SYBR	None	24.832	24.695	0.193								false	0.020	true	3	22	Amp		0.856	N	N	N	N	N	N	74.544			
58	E10	false	19	CAM	UNKNOWN	SYBR	None	24.559	24.695	0.193								false	0.020	true	3	21	Inconclusive		0.801	N	N	N	N	N	N	74.544			
59	E11	false	19	SYM	UNKNOWN	SYBR	None	23.751	22.408	1.898								false	0.020	true	3	21	Amp		0.877	Y	N	N	N	N	N	87.264			
60	E12	false	19	SYM	UNKNOWN	SYBR	None	21.066	22.408	1.898								false	0.020	true	3	20	Amp		0.950	Y	N	N	N	N	N	87.414			
61	F1	false	28	CAM	UNKNOWN	SYBR	None	25.761	25.638	0.173								false	0.020	true	3	24	Amp		0.764	N	N	N	N	Y	N	74.528			
62	F2	false	28	CAM	UNKNOWN	SYBR	None	25.516	25.638	0.173								false	0.020	true	3	23	Amp		0.700	N	N	N	N	Y	N	74.378			
63	F3	false	28	SYM	UNKNOWN	SYBR	None	20.787	20.766	0.029								false	0.020	true	3	19	Amp		0.847	N	N	N	N	N	N	87.432			
64	F4	false	28	SYM	UNKNOWN	SYBR	None	20.746	20.766	0.029								false	0.020	true	3	18	Amp		0.802	N	N	N	N	N	N	87.432			
65	F5	false	52	CAM	UNKNOWN	SYBR	None	24.362	23.917	0.629								false	0.020	true	3	22	Amp		0.858	Y	N	N	N	N	N	74.527			
66	F6	false	52	CAM	UNKNOWN	SYBR	None	23.473	23.917	0.629								false	0.020	true	3	21	Amp		0.875	Y	N	N	N	N	N	74.527			
67	F7	false	52	SYM	UNKNOWN	SYBR	None	20.831	20.801	0.042								false	0.020	true	3	17	Amp		0.874	N	N	N	N	N	N	87.411			
68	F8	false	52	SYM	UNKNOWN	SYBR	None	20.772	20.801	0.042								false	0.020	true	3	18	Amp		0.793	N	N	N	N	Y	N	87.411			
69	F9	false	NEC6	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	16	No Amp		0.000	N	N	Y	N	Y	N	60.000			
70	F10	false	NEC6	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	29	No Amp		0.000	N	N	Y	Y	Y	Y	92.385	78.592	73.194	88.337
