* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-15 14:12:11 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20230215_1.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = Not Started
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	MTP	NOISE	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
42	D6	false	160	CAM	UNKNOWN	SYBR	None	19.996	19.777	0.310								false	0.020	true	3	18	Amp		0.715	N	N	N	Y	N	75.363			
43	D7	false	160	SYM	UNKNOWN	SYBR	None	20.548	20.360	0.266								false	0.020	true	3	18	Amp		0.616	N	N	N	Y	N	87.700			
44	D8	false	160	SYM	UNKNOWN	SYBR	None	20.172	20.360	0.266								false	0.020	true	3	18	Amp		0.542	N	N	N	Y	N	87.700			
45	D9	false	315	CAM	UNKNOWN	SYBR	None	28.126	28.055	0.100								false	0.020	true	3	25	Amp		0.642	N	N	N	Y	N	75.099			
46	D10	false	315	CAM	UNKNOWN	SYBR	None	27.984	28.055	0.100								false	0.020	true	3	26	Amp		0.583	N	N	N	Y	N	75.099			
47	D11	false	315	SYM	UNKNOWN	SYBR	None	22.359	22.309	0.071								false	0.020	true	3	20	Amp		0.520	N	N	N	Y	N	87.720			
48	D12	false	315	SYM	UNKNOWN	SYBR	None	22.259	22.309	0.071								false	0.020	true	3	20	Amp		0.534	N	N	N	Y	N	87.720			
49	E1	false	43	CAM	UNKNOWN	SYBR	None	20.866	20.654	0.300								false	0.020	true	3	18	Amp		0.551	N	N	N	Y	N	75.220			
50	E2	false	43	CAM	UNKNOWN	SYBR	None	20.442	20.654	0.300								false	0.020	true	3	18	Amp		0.576	N	N	N	Y	N	75.220			
51	E3	false	43	SYM	UNKNOWN	SYBR	None	20.455	20.228	0.321								false	0.020	true	3	19	Amp		0.459	N	N	N	Y	N	87.753			
52	E4	false	43	SYM	UNKNOWN	SYBR	None	20.001	20.228	0.321								false	0.020	true	3	18	Amp		0.480	N	N	N	Y	N	87.753			
53	E5	false	286	CAM	UNKNOWN	SYBR	None	22.407	22.467	0.085								false	0.020	true	3	21	Amp		0.648	N	N	N	Y	N	75.211			
54	E6	false	286	CAM	UNKNOWN	SYBR	None	22.528	22.467	0.085								false	0.020	true	3	21	Amp		0.724	N	N	N	Y	N	75.211			
55	E7	false	286	SYM	UNKNOWN	SYBR	None	18.201	18.348	0.208								false	0.020	true	3	16	Amp		0.427	N	N	N	Y	N	87.700			
56	E8	false	286	SYM	UNKNOWN	SYBR	None	18.495	18.348	0.208								false	0.020	true	3	16	Amp		0.503	N	N	N	Y	N	87.700			
57	E9	false	297	CAM	UNKNOWN	SYBR	None	20.211	19.685	0.744								false	0.020	true	3	18	Amp		0.573	Y	N	N	Y	N	75.252			
58	E10	false	297	CAM	UNKNOWN	SYBR	None	19.159	19.685	0.744								false	0.020	true	3	17	Amp		0.521	Y	N	N	Y	N	75.252			
59	E11	false	297	SYM	UNKNOWN	SYBR	None	19.853	19.229	0.882								false	0.020	true	3	18	Amp		0.383	Y	N	N	Y	N	87.720			
60	E12	false	297	SYM	UNKNOWN	SYBR	None	18.605	19.229	0.882								false	0.020	true	3	17	Amp		0.564	Y	N	N	Y	N	87.720			
61	F1	false	51	CAM	UNKNOWN	SYBR	None	22.530	22.128	0.568								false	0.020	true	3	21	Amp		0.615	Y	N	N	Y	N	75.220			
62	F2	false	51	CAM	UNKNOWN	SYBR	None	21.726	22.128	0.568								false	0.020	true	3	19	Amp		0.564	Y	N	N	Y	N	75.220			
63	F3	false	51	SYM	UNKNOWN	SYBR	None	20.458	20.187	0.384								false	0.020	true	3	19	Amp		0.538	N	N	N	Y	N	87.753			
64	F4	false	51	SYM	UNKNOWN	SYBR	None	19.915	20.187	0.384								false	0.020	true	3	18	Amp		0.525	N	N	N	Y	N	87.753			
65	F5	false	375	CAM	UNKNOWN	SYBR	None	Undetermined	30.242									false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	59.992			
66	F6	false	375	CAM	UNKNOWN	SYBR	None	30.242	30.242									false	0.020	true	3	28	Amp		0.734	N	N	N	Y	N	75.059			
67	F7	false	375	SYM	UNKNOWN	SYBR	None	22.876	22.780	0.135								false	0.020	true	3	21	Amp		0.590	N	N	N	Y	N	87.700			
68	F8	false	375	SYM	UNKNOWN	SYBR	None	22.685	22.780	0.135								false	0.020	true	3	21	Amp		0.505	N	N	N	Y	N	87.700			
69	F9	false	NEC 11	CAM	UNKNOWN	SYBR	None	30.842	31.421	0.818								false	0.020	true	3	29	Amp		0.696	Y	N	N	Y	N	81.813			
70	F10	false	NEC 11	CAM	UNKNOWN	SYBR	None	31.999	31.421	0.818								false	0.020	true	3	29	Amp		0.927	Y	N	N	N	N	81.203			
71	F11	false	NEC 11	SYM	UNKNOWN	SYBR	None	37.153	34.883	3.211								false	0.020	true	3	35	No Amp		0.493	Y	Y	N	Y	N	87.720	63.498		
72	F12	false	NEC 11	SYM	UNKNOWN	SYBR	None	32.613	34.883	3.211								false	0.020	true	3	31	Amp		0.929	Y	N	N	N	N	83.150			
73	G1	false	53	CAM	UNKNOWN	SYBR	None	22.036	21.729	0.434								false	0.020	true	3	19	Amp		0.661	N	N	N	Y	N	75.220			
74	G2	false	53	CAM	UNKNOWN	SYBR	None	21.422	21.729	0.434								false	0.020	true	3	19	Amp		0.577	N	N	N	Y	N	75.220			
75	G3	false	53	SYM	UNKNOWN	SYBR	None	19.325	19.331	0.008								false	0.020	true	3	17	Amp		0.513	N	N	N	Y	N	87.753			
