* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = TAQMAN
* Date Created = 2023-02-02 13:45:42 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20221026.eds
* Experiment Name = Quantification-TaqMan
* Experiment Run End Time = 2022-10-25 18:23:54 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	HIGHSD	SPIKE	NOAMP	BADROX	PRFLOW	PRFDROP	NOISE	EXPFAIL
44	D8	false	438	CAM	UNKNOWN	SYBR	None	19.314	19.402	0.125								false	0.020	true	3	18	Amp		N	N	N	N	N	N	N	N
47	D11	false	438	SYM	UNKNOWN	SYBR	None	19.827	19.861	0.047								false	0.020	true	3	18	Amp		N	N	N	N	N	N	N	N
48	D12	false	438	SYM	UNKNOWN	SYBR	None	19.894	19.861	0.047								false	0.020	true	3	18	Amp		N	N	N	N	N	N	N	N
49	E1	false	21	CAM	UNKNOWN	SYBR	None	23.226	23.215	0.015								false	0.020	true	3	20	Amp		N	N	N	N	N	N	N	N
50	E2	false	21	CAM	UNKNOWN	SYBR	None	23.205	23.215	0.015								false	0.020	true	3	21	Amp		N	N	N	N	N	N	N	N
53	E5	false	21	SYM	UNKNOWN	SYBR	None	22.065	22.005	0.086								false	0.020	true	3	20	Amp		N	N	N	N	N	N	N	N
54	E6	false	21	SYM	UNKNOWN	SYBR	None	21.944	22.005	0.086								false	0.020	true	3	21	No Amp		N	Y	N	Y	Y	Y	Y	N
55	E7	false	426	CAM	UNKNOWN	SYBR	None	18.515	18.598	0.117								false	0.020	true	3	16	Amp		N	N	N	N	N	N	N	N
56	E8	false	426	CAM	UNKNOWN	SYBR	None	18.682	18.598	0.117								false	0.020	true	3	16	Amp		N	N	N	N	N	N	N	N
59	E11	false	426	SYM	UNKNOWN	SYBR	None	18.903	19.097	0.274								false	0.020	true	3	17	Amp		N	N	N	N	N	N	N	N
60	E12	false	426	SYM	UNKNOWN	SYBR	None	19.291	19.097	0.274								false	0.020	true	3	17	Amp		N	N	N	N	N	N	N	N
61	F1	false	50	CAM	UNKNOWN	SYBR	None	20.362	20.391	0.041								false	0.020	true	3	18	Amp		N	N	N	N	N	N	N	N
62	F2	false	50	CAM	UNKNOWN	SYBR	None	20.420	20.391	0.041								false	0.020	true	3	18	Amp		N	N	N	N	N	N	N	N
65	F5	false	50	SYM	UNKNOWN	SYBR	None	19.870	22.809	4.157								false	0.020	true	3	18	Amp		Y	N	N	N	N	N	N	N
